Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Manual_Review,Evidence_Adjudication,Title_Terms,Summary_Terms,Overall_Design_Terms,Summary_Sample_Terms,Incidental_Signals,Off_Topic_Signals,Relevant_Summary_Sentences,GEO_Link
GSE183805,Regulatory T cells in skin promote hair follicle stem cell activation and hair growth through glucocorticoid signaling (RNA-Seq),include,30,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_follicle; hair_follicle_stem_cell; hair_depletion_model,hair_follicle; hair_follicle_stem_cell,,,5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183805
GSE196265,Expanded CUG repeat RNA alters gene expression profiles in myotonic dystrophy model cells,exclude,-7,毛发/脱发仅作为药物适应证、不良事件、临床表现或次要结局出现,exclude,毛发/脱发仅作为药物适应证、不良事件、临床表现或次要结局出现,automated_rule,False,False,,balding,,,clinical_manifestation,muscle,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196265
GSE197358,Bead-Jet printing of high-density mesenchymal stem cell-laden Matrigel beads augments skeletal muscle and hair follicle regeneration,exclude,0,研究对象明确属于其他器官/疾病，未发现毛囊相关样本证据,exclude,SuperSeries 的两个组学子系列分别分析水凝胶中的 MSC 和受损骨骼肌；没有毛囊或毛发再生组学子系列。,evidence_adjudication,False,True,hair_follicle,,,,,muscle,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197358
GSE197356,Bead-Jet printing of high-density mesenchymal stem cell-laden Matrigel beads augments skeletal muscle and hair follicle regeneration [skeletal muscle],exclude,0,研究对象明确属于其他器官/疾病，未发现毛囊相关样本证据,exclude,研究对象明确属于其他器官/疾病，未发现毛囊相关样本证据,automated_rule,False,False,hair_follicle,,,,,muscle,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197356
GSE197355,Bead-Jet printing of high-density mesenchymal stem cell-laden Matrigel beads augments skeletal muscle and hair follicle regeneration [MSC],exclude,0,研究对象明确属于其他器官/疾病，未发现毛囊相关样本证据,exclude,研究对象明确属于其他器官/疾病，未发现毛囊相关样本证据,automated_rule,False,False,hair_follicle,,,,,muscle,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197355
GSE195973,Intermediate GATA3 expression renders a noncanonical ILC population in skin essential for hair follicle recycling,include,13,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle,hair_depletion_model,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE195973
GSE124121,"RNA-seq of human lens with cataracts, alopecia, & microdontia",exclude,-3,标题虽提及毛发/脱发，但实验设计明确指向无关组织或疾病,exclude,标题虽提及毛发/脱发，但实验设计明确指向无关组织或疾病,automated_rule,False,False,alopecia,alopecia,,,clinical_manifestation,ocular,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE124121
GSE165314,Stem cells expand potency and alter tissue fitness by accumulating diverse epigenetic memories (scRNA-seq),review,4,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,直接追踪毛囊干细胞在损伤修复中的命运和表观遗传记忆。,manual_boundary_review,True,False,,hair_follicle; hair_follicle_stem_cell,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165314
GSE189210,Parallel single cell multi-omics analysis of neonatal skin reveals transitional fibroblast states that restrict differentiation into distinct fates,review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,多组学分析直接解析 dermal papilla 与脂肪细胞命运分化。,manual_boundary_review,True,False,,dermal_papilla,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE189210
GSE172082,Polycomb repressive complex 2 (PRC2) function in adult hair follicle stem cells is dispensable for hair regenration,include,19,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172082
GSE134893,Transcriptome analysis of mice dermal white adipose tissue during aging,include,6,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle,hair_cycle_stage; hair_depletion_model,,comparison_only,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134893
GSE145654,Single cell transcriptomic analysis of aging hair follicles,include,10,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,,hair_follicle,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE145654
GSE133648,Escape of hair follicle stem cells from a defective niche,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE133648
GSE133647,Transcriptome analysis of hair follcile stem cell quiescence,include,16,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell; hair_cycle,hair_follicle_stem_cell; hair_cycle_stage; hair_cycle,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE133647
GSE175990,Single cell transcriptional profile for hidradenitis suppurativa,review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,化脓性汗腺炎是毛囊单位相关的炎症性疾病，病灶皮肤单细胞数据可用于研究毛囊单位病理。,evidence_adjudication,True,True,,hair_follicle,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175990
GSE164024,Epidermal PPARγ is a key homeostatic regulator of cutaneous inflammation and barrier function in mouse skin,exclude,-3,毛发/脱发仅作为药物适应证、不良事件、临床表现或次要结局出现,exclude,主要问题是表皮 PPARγ 对炎症、屏障和皮脂腺稳态的调控；alopecia 是多个敲除表型之一。,evidence_adjudication,False,True,,alopecia,,,clinical_manifestation,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164024
GSE180798,Transcriptomic profiles of type I/III interferon-responsive hair follicle subsets from ROSA26YFP_Mx1 and ADAM10;ROSA26YFP_Mx1mice,include,11,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,hair_follicle,,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180798
GSE180723,"Single-cell transcriptomic profiles of CD45-negative cells from WT (C57BL/6), antibiotics non-treated Mx1Cre-Adam10f/f and antibiotics treated Mx1Cre-Adam10f/f mice",include,10,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,include,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,automated_rule,False,False,,hair_follicle; alopecia,,hair_follicle,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180723
GSE180718,Single-cell transcriptomic profiles of CD45-negative cells from Mx1Cre-Rbpjf/f mice,include,8,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,include,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,automated_rule,False,False,,hair_follicle; alopecia,,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180718
GSE180435,Transcriptomic profiles of type I/III interferon-responsive hair follicle subsets from WT with or without Poly:IC injection,include,10,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,,hair_follicle,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180435
GSE180405,Single-cell transcriptomic profiles of CD45-positive cells from Mx1-Cre x Adam10f/f Rag2KO mice,review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,炎症性脱发模型的皮肤免疫细胞单细胞数据。,manual_boundary_review,True,False,,alopecia,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180405
GSE166921,RNA sequencing of isolated murine basal and suprabasal hair follicle bulge stem cells,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle,hair_cycle_stage; bulge_cells,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166921
GSE93766,Transcriptome comparison of balding and non-balding dermal papilla aggregates from NHEK co-culturing,include,26,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,dermal_papilla; balding,hair_follicle; dermal_papilla; hair_loss; alopecia; androgenetic_alopecia; balding,dermal_papilla; balding,balding; dermal_papilla,,non_hair_epidermal_culture,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93766
GSE178374,Transcriptome Analysis of Dihydrotestosterone-treated 2D- and 3D-cultured Dermal Papilla Cells,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,dermal_papilla,hair_follicle; dermal_papilla; root_sheath; alopecia,hair_follicle; dermal_papilla; balding,,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178374
GSE154871,Hair follicle stem cell progeny heal blisters while pausing skin development,include,10,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154871
GSE148037,Wound healing and hair follicle regeneration with topical BRAF inhibitor therapy in a diabetic model,include,11,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,hair_follicle,,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148037
GSE148619,Niche stiffening compromises stem cell potential during aging by reducing chromatin accessibility at bivalent promoters,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148619
GSE173591,Defining a role for GPCR/cAMP/Creb signaling in HFSC activation,include,14,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle_stem_cell,hair_follicle_stem_cell; hair_cycle,hair_cycle,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173591
GSE149704,Effect of N1-acetylspermidine treatment on hair follicle stem cell organoid cultures,include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149704
GSE164806,Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures,include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164806
GSE147372,Tracing the origin of hair follicle stem cells,include,14,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle,,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE147372
GSE169173,Obesity accelerates hair thinning by stem cell-centric converging mechanism [RNA-seq],include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_loss,hair_follicle; hair_follicle_stem_cell; hair_loss,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage,,,,5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169173
GSE162333,High resolution single cell transcriptomics reveals heterogeneity of self-renewing hair follicle stem cells,include,30,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage,hair_cycle_stage; hair_follicle; hair_follicle_stem_cell,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162333
GSE171662,Lgr6 marks epidermal stem cells with a nerve-dependent role in wound re- epithelialization,review,4,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,组学对象是 Lgr6 表皮干细胞及其神经依赖的创伤修复；毛囊干细胞仅作为失神经后的代偿群体被提及。,evidence_adjudication,True,True,,hair_follicle; hair_follicle_stem_cell,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171662
GSE161387,High proliferation and delamination during skin epidermal stratification,review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,主要研究表皮分层，毛囊停滞只是突变表型之一，组学样本并非毛囊细胞。,manual_boundary_review,True,False,,hair_follicle,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161387
GSE169650,Epigenomic profiling of hair follicle stem cells identifies PRDM16 as a regulator of sebaceous gland homeostasis.,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169650
GSE169648,Epigenomic profiling of hair follicle stem cells identifies PRDM16 as a regulator of sebaceous gland homeostasis [RNA-seq],include,17,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,hair_follicle_stem_cell,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169648
GSE159939,Symmetry breaking of tissue mechanics in wound induced hair follicle regeneration,include,4,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159939
GSE159938,Symmetry breaking of tissue mechanics in wound induced hair follicle regeneration [bulk RNA-seq],include,4,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159938
GSE135705,Corticosterone inhibits Gas6 to govern hair follicle stem cell quiescence,include,23,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell; dermal_papilla; hair_growth,hair_follicle; hair_follicle_stem_cell; dermal_papilla,,,,5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE135705
GSE139272,Genotoxicity induces epithelial hyperplasia and lineage infidelity via fibroblast IL-1β,review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,RNA-seq 对象为顺铂处理的真皮成纤维细胞，主要研究基因毒性后的上皮异常；毛囊只是受影响的多个上皮区室之一。,evidence_adjudication,True,True,,hair_follicle,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE139272
GSE149189,"RNA-Seq of human fetal and adult scalp hair follicle dermal papilla (DP), dermal sheath cup (DSC), and interfollicular dermal (IFD) cells",include,23,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; dermal_papilla; dermal_sheath; scalp,hair_follicle; dermal_papilla; dermal_sheath; hair_cycle_stage; hair_growth; scalp,hair_follicle; dermal_papilla; dermal_sheath; hair_cycle_stage; scalp,,,,4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149189
GSE147298,BMP signaling: at the gate between activated melanocyte stem cells and differentiation [SMART-Seq2 single cell RNA-seq],review,2,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,研究与毛周期同步的 melanocyte stem cells 激活、分化和毛发变灰。,manual_boundary_review,True,False,,hair_cycle; hair_pigmentation,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE147298
GSE147295,BMP signaling: at the gate between activated melanocyte stem cells and differentiation [RNA-Seq],include,8,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_cycle; hair_pigmentation,hair_cycle_stage,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE147295
GSE150954,"Melanocyte precursors in the hair follicle bulge of repigmented vitiligo skin are controlled by RHO-GTPase, KCTD10 and CTNNB1 signaling",include,14,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle,hair_follicle; root_sheath,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150954
GSE159140,Next Generation Sequencing based mRNA sequencing of osteogenic differentiation of human mesenchymal stem cells from hair follicle outer root sheath (MSCORS),include,12,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; root_sheath,,hair_follicle; root_sheath,,,bone_tumor,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159140
GSE159139,Next Generation Sequencing based mRNA sequencing of human mesenchymal stem cells from hair follicle outer root sheath,include,30,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; root_sheath,hair_follicle; root_sheath; hair_cycle_stage; scalp,hair_follicle; root_sheath,hair_cycle_stage; hair_follicle; root_sheath; scalp,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159139
GSE150701,Specific ectodermal enhancers control the expression of Hoxc genes in developing mammalian teguments [RNA-seq],review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,RNA-seq 取自胚胎远端肢芽外胚层/中胚层，主要解析甲/爪相关 HoxC 调控；脱发是全身遗传表型而非当前组学对象。,evidence_adjudication,True,True,,alopecia,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150701
GSE145095,A transcriptomic atlas of murine and human alopecia areata identifies immune cell profiles predictive of human disease state.,include,6,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,alopecia,hair_follicle; alopecia,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE145095
GSE155837,Gene expression profiling of Dermal Papilla cells isolated from wild type (WT) and Fgfr1/Fgfr2 double mutant mice during anagen (at P14 and P16) was performed by RNA-seq analysis,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,dermal_papilla; hair_cycle_stage,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155837
GSE131600,Single-cell ATAC-Seq of cells recruited to regenerative portions of large skin wounds.,review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,大创面单细胞 ATAC 直接研究 wound-induced hair follicle neogenesis。,manual_boundary_review,True,False,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131600
GSE108677,Single-cell transcriptomics of Hic1 lineage cells recruited during regenerative and scar-forming skin wound healing.,review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,再生性大创面间充质细胞数据用于解释新毛囊诱导状态。,manual_boundary_review,True,False,,hair_follicle,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE108677
GSE130240,Sympathetic nerves and arrector pili muscles form a dual component niche to regulate hair follicle stem cells,include,26,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle,,,5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130240
GSE152537,Transcriptomic profiling in NTAPP-exposed human dermal papilla cells.,include,11,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,dermal_papilla,dermal_papilla,,dermal_papilla,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE152537
GSE132383,Validation of small molecule activators and identification of altered signaling pathways underlying the age-related decline in proliferative capacity in human dermal progenitors,review,2,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,比较年轻和衰老的人毛囊 dermal progenitor cells 转录组。,manual_boundary_review,True,False,,hair_follicle; dermal_papilla,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE132383
GSE115424,Dysfunction of hair follicle mesenchymal progenitors contributes to age related hair loss,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_loss,hair_follicle; dermal_papilla; hair_loss,hair_follicle,,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115424
GSE135146,NFI Transcription Factors Govern Stem Cell Chromatin Accessibility and Guard Against Irreversible Hair Loss,include,4,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_loss,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE135146
GSE135143,NFI Transcription Factors Govern Stem Cell Chromatin Accessibility and Guard Against Irreversible Hair Loss [scRNA-seq],include,27,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_loss,hair_follicle; hair_follicle_stem_cell; hair_loss; alopecia,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage,hair_follicle; hair_follicle_stem_cell,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE135143
GSE135142,NFI Transcription Factors Govern Stem Cell Chromatin Accessibility and Guard Against Irreversible Hair Loss [bulk RNA-seq],include,27,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_loss,hair_follicle; hair_follicle_stem_cell; hair_loss; alopecia,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage,hair_follicle; hair_follicle_stem_cell,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE135142
GSE129218,Single-cell RNA-sequencing of full thickness mouse skin during anagen and telogen,include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_cycle_stage,hair_cycle_stage; hair_cycle; hair_growth,hair_cycle_stage,hair_cycle; hair_cycle_stage; hair_growth,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129218
GSE130976,A stem cell-driven lymphoangiogenic switch,include,13,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_cycle_stage,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130976
GSE130850,A stem cell-driven lymphoangiogenic switch (scRNA-seq),include,13,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_cycle_stage,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130850
GSE123913,A stem cell-driven lymphoangiogenic switch coordinates tissue regeneration,include,16,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_follicle; hair_follicle_stem_cell; hair_cycle,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE123913
GSE109256,"Gene expression profiling of adult hair follicle dermal stem cells and progeny, dermal sheath and dermal papilla cells",include,25,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; dermal_papilla; dermal_sheath,hair_follicle; dermal_papilla; dermal_sheath,hair_follicle,dermal_papilla; dermal_sheath; hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109256
GSE136996,Dermal sheath contraction powers stem cell niche relocation during hair cycle regression,include,22,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,dermal_sheath; hair_cycle,dermal_sheath; hair_cycle,dermal_papilla; dermal_sheath,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE136996
GSE124901,Functional stem cell aging dictated by skin tissue microenvironment,include,15,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell,comparison_only,,4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE124901
